id,item,type,cond,region1_rrt,region2_rrt,region3_rrt,region4_rrt
52,18,Object-Subject-Inversion,orsi,284.0,714.0,412.0,453.0
52,1,Subject,sr,284.0,504.0,265.0,1930.0
52,19,Subject,sr,270.0,619.0,260.0,313.0
52,4,Subject,sr,319.0,696.0,331.0,500.0
52,10,Subject,sr,292.0,611.0,298.0,353.0
52,9,Object-Subject-Inversion,orsi,250.0,511.0,313.0,295.0
52,11,Object-Topicalized,tor,275.0,556.0,288.0,355.0
52,2,Object-Topicalized,tor,250.0,515.0,289.0,326.0
53,1,Subject,sr,623.0,1177.0,658.0,520.0
53,9,Object-Subject-Inversion,orsi,484.0,1279.0,844.0,1140.0
53,3,Object-Subject-Inversion,orsi,448.0,2004.0,787.0,905.0
53,4,Subject,sr,582.0,1071.0,1650.0,658.0
53,12,Object-Subject-Inversion,orsi,503.0,1521.0,906.0,638.0
53,15,Object-Subject-Inversion,orsi,431.0,1191.0,1071.0,586.0
53,8,Object-Topicalized,tor,548.0,1003.0,585.0,820.0
53,11,Object-Topicalized,tor,454.0,965.0,549.0,610.0
53,20,Object-Topicalized,tor,444.0,1468.0,1074.0,1165.0
53,13,Subject,sr,504.0,1955.0,904.0,715.0
53,5,Object-Topicalized,tor,430.0,1150.0,858.0,920.0
53,16,Subject,sr,507.0,1212.0,1347.0,904.0
53,19,Subject,sr,526.0,1085.0,730.0,582.0
53,7,Subject,sr,455.0,1584.0,657.0,629.0
53,6,Object-Subject-Inversion,orsi,462.0,1604.0,1579.0,810.0
53,18,Object-Subject-Inversion,orsi,464.0,1039.0,651.0,1129.0
53,17,Object-Topicalized,tor,420.0,1774.0,1110.0,1076.0
53,10,Subject,sr,443.0,1443.0,987.0,637.0
53,2,Object-Topicalized,tor,480.0,1086.0,758.0,1118.0
53,14,Object-Topicalized,tor,854.0,1700.0,1705.0,492.0
54,1,Subject,sr,419.0,903.0,562.0,434.0
54,12,Object-Subject-Inversion,orsi,299.0,710.0,390.0,564.0
54,8,Object-Topicalized,tor,362.0,630.0,399.0,627.0
54,5,Object-Topicalized,tor,274.0,513.0,505.0,314.0
54,3,Object-Subject-Inversion,orsi,329.0,827.0,605.0,1245.0
54,2,Object-Topicalized,tor,429.0,1072.0,876.0,674.0
54,7,Subject,sr,280.0,583.0,285.0,389.0
54,19,Subject,sr,286.0,543.0,263.0,254.0
54,18,Object-Subject-Inversion,orsi,359.0,623.0,424.0,463.0
54,17,Object-Topicalized,tor,284.0,543.0,257.0,367.0
54,15,Object-Subject-Inversion,orsi,250.0,719.0,647.0,457.0
54,6,Object-Subject-Inversion,orsi,354.0,554.0,320.0,915.0
54,9,Object-Subject-Inversion,orsi,284.0,920.0,493.0,564.0
54,14,Object-Topicalized,tor,285.0,625.0,399.0,493.0
54,10,Subject,sr,324.0,688.0,501.0,389.0
54,20,Object-Topicalized,tor,370.0,581.0,391.0,612.0
54,16,Subject,sr,264.0,769.0,530.0,389.0
54,13,Subject,sr,354.0,884.0,715.0,615.0
54,11,Object-Topicalized,tor,319.0,706.0,571.0,548.0
54,4,Subject,sr,492.0,814.0,454.0,496.0
55,7,Subject,sr,693.0,1922.0,779.0,725.0
55,18,Object-Subject-Inversion,orsi,684.0,1145.0,554.0,549.0
55,10,Subject,sr,434.0,1079.0,1069.0,2034.0
55,6,Object-Subject-Inversion,orsi,419.0,1071.0,487.0,3197.0
55,2,Object-Topicalized,tor,775.0,1354.0,1504.0,820.0
55,5,Object-Topicalized,tor,591.0,1453.0,4395.0,414.0
55,1,Subject,sr,472.0,969.0,780.0,712.0
55,20,Object-Topicalized,tor,492.0,1461.0,1929.0,710.0
55,15,Object-Subject-Inversion,orsi,460.0,1514.0,3235.0,679.0
55,12,Object-Subject-Inversion,orsi,349.0,735.0,548.0,460.0
55,17,Object-Topicalized,tor,479.0,1419.0,2711.0,457.0
55,13,Subject,sr,680.0,1273.0,1433.0,594.0
55,19,Subject,sr,425.0,973.0,520.0,609.0
55,16,Subject,sr,466.0,1556.0,2769.0,735.0
55,9,Object-Subject-Inversion,orsi,476.0,1274.0,1355.0,875.0
55,4,Subject,sr,785.0,1629.0,810.0,509.0
55,8,Object-Topicalized,tor,858.0,1212.0,706.0,490.0
55,14,Object-Topicalized,tor,800.0,1259.0,644.0,1095.0
55,3,Object-Subject-Inversion,orsi,557.0,1189.0,542.0,840.0
55,11,Object-Topicalized,tor,441.0,1149.0,1000.0,653.0
56,3,Object-Subject-Inversion,orsi,320.0,549.0,285.0,355.0
56,13,Subject,sr,291.0,543.0,286.0,295.0
56,8,Object-Topicalized,tor,292.0,518.0,263.0,281.0
56,4,Subject,sr,256.0,538.0,219.0,262.0
56,17,Object-Topicalized,tor,263.0,473.0,249.0,230.0
56,9,Object-Subject-Inversion,orsi,262.0,525.0,286.0,310.0
56,11,Object-Topicalized,tor,254.0,541.0,251.0,331.0
56,15,Object-Subject-Inversion,orsi,298.0,553.0,296.0,596.0
56,6,Object-Subject-Inversion,orsi,286.0,573.0,294.0,444.0
56,12,Object-Subject-Inversion,orsi,284.0,568.0,286.0,253.0
56,14,Object-Topicalized,tor,291.0,577.0,246.0,360.0
56,2,Object-Topicalized,tor,320.0,502.0,251.0,277.0
56,18,Object-Subject-Inversion,orsi,384.0,616.0,393.0,431.0
56,16,Subject,sr,390.0,616.0,424.0,281.0
56,20,Object-Topicalized,tor,334.0,689.0,295.0,530.0
56,5,Object-Topicalized,tor,282.0,570.0,250.0,358.0
56,1,Subject,sr,263.0,594.0,286.0,326.0
56,10,Subject,sr,266.0,559.0,317.0,355.0
56,19,Subject,sr,269.0,641.0,336.0,323.0
56,7,Subject,sr,250.0,506.0,403.0,471.0
57,14,Object-Topicalized,tor,437.0,837.0,485.0,2042.0
57,13,Subject,sr,451.0,1129.0,3812.0,513.0
57,4,Subject,sr,414.0,1700.0,2639.0,1629.0
57,11,Object-Topicalized,tor,435.0,911.0,1714.0,355.0
57,18,Object-Subject-Inversion,orsi,660.0,1674.0,1370.0,514.0
57,5,Object-Topicalized,tor,490.0,1268.0,3698.0,366.0
57,7,Subject,sr,407.0,1057.0,789.0,404.0
57,10,Subject,sr,881.0,970.0,988.0,436.0
57,2,Object-Topicalized,tor,485.0,1563.0,3076.0,832.0
57,19,Subject,sr,465.0,984.0,479.0,584.0
57,6,Object-Subject-Inversion,orsi,480.0,1539.0,1836.0,438.0
57,9,Object-Subject-Inversion,orsi,559.0,1574.0,2664.0,1400.0
57,12,Object-Subject-Inversion,orsi,546.0,1190.0,1314.0,965.0
57,1,Subject,sr,422.0,1283.0,4103.0,1941.0
57,20,Object-Topicalized,tor,682.0,1552.0,1305.0,660.0
57,15,Object-Subject-Inversion,orsi,849.0,1434.0,3774.0,740.0
57,8,Object-Topicalized,tor,633.0,5209.0,2029.0,540.0
57,3,Object-Subject-Inversion,orsi,529.0,1209.0,1400.0,693.0
57,16,Subject,sr,615.0,1204.0,1687.0,532.0
57,17,Object-Topicalized,tor,483.0,1260.0,3412.0,321.0
58,11,Object-Topicalized,tor,413.0,1037.0,600.0,831.0
58,13,Subject,sr,585.0,1583.0,1905.0,899.0
58,19,Subject,sr,349.0,1458.0,617.0,1480.0
58,9,Object-Subject-Inversion,orsi,514.0,1114.0,637.0,3298.0
58,5,Object-Topicalized,tor,312.0,5230.0,915.0,1745.0
58,20,Object-Topicalized,tor,355.0,1014.0,1620.0,2560.0
58,14,Object-Topicalized,tor,444.0,1171.0,6026.0,432.0
58,16,Subject,sr,350.0,1358.0,950.0,2419.0
58,3,Object-Subject-Inversion,orsi,343.0,1137.0,1656.0,1841.0
58,2,Object-Topicalized,tor,485.0,1075.0,2557.0,5432.0
58,1,Subject,sr,353.0,1064.0,788.0,1235.0
58,4,Subject,sr,329.0,999.0,3320.0,809.0
58,7,Subject,sr,314.0,1545.0,750.0,469.0
58,17,Object-Topicalized,tor,491.0,2389.0,555.0,444.0
58,15,Object-Subject-Inversion,orsi,414.0,914.0,1409.0,680.0
58,18,Object-Subject-Inversion,orsi,374.0,1864.0,653.0,1241.0
58,8,Object-Topicalized,tor,429.0,859.0,315.0,1944.0
58,12,Object-Subject-Inversion,orsi,350.0,1125.0,1067.0,1780.0
58,10,Subject,sr,386.0,937.0,784.0,904.0
58,6,Object-Subject-Inversion,orsi,319.0,997.0,3518.0,419.0
59,17,Object-Topicalized,tor,480.0,1000.0,663.0,431.0
59,11,Object-Topicalized,tor,428.0,1178.0,550.0,574.0
59,1,Subject,sr,559.0,1170.0,499.0,2211.0
59,19,Subject,sr,469.0,1650.0,530.0,1109.0
59,3,Object-Subject-Inversion,orsi,586.0,1248.0,2097.0,835.0
59,4,Subject,sr,616.0,1035.0,553.0,862.0
59,15,Object-Subject-Inversion,orsi,515.0,2154.0,2110.0,2154.0
59,5,Object-Topicalized,tor,583.0,1880.0,795.0,638.0
59,12,Object-Subject-Inversion,orsi,469.0,979.0,1485.0,745.0
59,9,Object-Subject-Inversion,orsi,449.0,1048.0,1044.0,1831.0
59,14,Object-Topicalized,tor,540.0,2343.0,856.0,484.0
59,10,Subject,sr,475.0,1253.0,784.0,1280.0
59,7,Subject,sr,603.0,1709.0,814.0,512.0
59,8,Object-Topicalized,tor,528.0,1003.0,1000.0,459.0
59,13,Subject,sr,489.0,1029.0,1259.0,1019.0
59,16,Subject,sr,515.0,1063.0,509.0,723.0
59,18,Object-Subject-Inversion,orsi,490.0,1074.0,1579.0,875.0
59,2,Object-Topicalized,tor,461.0,2245.0,635.0,461.0
59,20,Object-Topicalized,tor,432.0,2598.0,975.0,409.0
59,6,Object-Subject-Inversion,orsi,522.0,1322.0,4425.0,560.0
60,1,Subject,sr,285.0,477.0,221.0,373.0
60,11,Object-Topicalized,tor,250.0,501.0,288.0,266.0
60,12,Object-Subject-Inversion,orsi,265.0,443.0,256.0,257.0
60,3,Object-Subject-Inversion,orsi,280.0,519.0,268.0,280.0
60,10,Subject,sr,262.0,531.0,320.0,286.0
60,18,Object-Subject-Inversion,orsi,216.0,535.0,228.0,316.0
60,9,Object-Subject-Inversion,orsi,284.0,510.0,292.0,426.0
60,5,Object-Topicalized,tor,285.0,584.0,352.0,460.0
60,20,Object-Topicalized,tor,227.0,466.0,317.0,355.0
60,14,Object-Topicalized,tor,282.0,449.0,285.0,396.0
60,8,Object-Topicalized,tor,255.0,535.0,263.0,290.0
60,16,Subject,sr,285.0,602.0,316.0,328.0
60,17,Object-Topicalized,tor,292.0,603.0,286.0,939.0
60,15,Object-Subject-Inversion,orsi,250.0,572.0,281.0,325.0
60,2,Object-Topicalized,tor,223.0,510.0,268.0,260.0
60,13,Subject,sr,292.0,512.0,319.0,677.0
60,6,Object-Subject-Inversion,orsi,219.0,504.0,253.0,233.0
60,7,Subject,sr,264.0,574.0,259.0,325.0
60,19,Subject,sr,283.0,520.0,280.0,286.0
60,4,Subject,sr,370.0,719.0,365.0,262.0
61,10,Subject,sr,384.0,754.0,680.0,529.0
61,13,Subject,sr,319.0,768.0,431.0,1137.0
61,17,Object-Topicalized,tor,320.0,684.0,289.0,332.0
61,19,Subject,sr,330.0,754.0,319.0,355.0
61,8,Object-Topicalized,tor,285.0,539.0,426.0,423.0
61,3,Object-Subject-Inversion,orsi,442.0,1105.0,569.0,565.0
61,7,Subject,sr,507.0,973.0,600.0,528.0
61,12,Object-Subject-Inversion,orsi,461.0,1143.0,566.0,495.0
61,4,Subject,sr,293.0,749.0,293.0,1131.0
61,6,Object-Subject-Inversion,orsi,360.0,706.0,436.0,1683.0
61,11,Object-Topicalized,tor,370.0,710.0,427.0,467.0
61,15,Object-Subject-Inversion,orsi,394.0,694.0,1126.0,565.0
61,20,Object-Topicalized,tor,423.0,896.0,543.0,2100.0
61,14,Object-Topicalized,tor,368.0,786.0,949.0,2786.0
61,2,Object-Topicalized,tor,423.0,595.0,704.0,1725.0
61,18,Object-Subject-Inversion,orsi,254.0,583.0,423.0,673.0
61,1,Subject,sr,248.0,693.0,471.0,716.0
61,9,Object-Subject-Inversion,orsi,291.0,716.0,437.0,1399.0
61,16,Subject,sr,542.0,883.0,609.0,640.0
61,5,Object-Topicalized,tor,332.0,980.0,600.0,682.0
62,4,Subject,sr,360.0,992.0,670.0,424.0
62,13,Subject,sr,425.0,678.0,1159.0,464.0
62,10,Subject,sr,321.0,581.0,745.0,397.0
62,17,Object-Topicalized,tor,390.0,753.0,1995.0,333.0
62,20,Object-Topicalized,tor,355.0,720.0,2173.0,320.0
62,8,Object-Topicalized,tor,431.0,3086.0,423.0,1763.0
62,6,Object-Subject-Inversion,orsi,599.0,1241.0,1408.0,1155.0
62,7,Subject,sr,283.0,573.0,1490.0,397.0
62,2,Object-Topicalized,tor,389.0,621.0,294.0,716.0
62,11,Object-Topicalized,tor,250.0,508.0,331.0,1574.0
62,9,Object-Subject-Inversion,orsi,216.0,509.0,294.0,1500.0
62,18,Object-Subject-Inversion,orsi,565.0,1557.0,350.0,2044.0
62,12,Object-Subject-Inversion,orsi,494.0,863.0,1031.0,286.0
62,19,Subject,sr,426.0,1583.0,1020.0,262.0
62,16,Subject,sr,437.0,760.0,1791.0,250.0
62,15,Object-Subject-Inversion,orsi,322.0,1224.0,1632.0,336.0
62,1,Subject,sr,228.0,682.0,186.0,1647.0
62,5,Object-Topicalized,tor,181.0,439.0,250.0,1899.0
62,14,Object-Topicalized,tor,279.0,566.0,3056.0,325.0
62,3,Object-Subject-Inversion,orsi,315.0,777.0,994.0,368.0
63,3,Object-Subject-Inversion,orsi,349.0,634.0,335.0,1187.0
63,10,Subject,sr,441.0,1164.0,448.0,276.0
63,19,Subject,sr,272.0,538.0,272.0,346.0
63,12,Object-Subject-Inversion,orsi,356.0,614.0,305.0,318.0
63,1,Subject,sr,316.0,657.0,410.0,314.0
63,4,Subject,sr,375.0,658.0,326.0,350.0
63,9,Object-Subject-Inversion,orsi,418.0,860.0,308.0,1144.0
63,6,Object-Subject-Inversion,orsi,316.0,665.0,383.0,356.0
63,13,Subject,sr,485.0,734.0,349.0,346.0
63,2,Object-Topicalized,tor,326.0,727.0,514.0,314.0
63,7,Subject,sr,212.0,1291.0,323.0,340.0
63,18,Object-Subject-Inversion,orsi,314.0,1041.0,352.0,525.0
63,20,Object-Topicalized,tor,776.0,1037.0,456.0,643.0
63,15,Object-Subject-Inversion,orsi,490.0,843.0,280.0,2646.0
63,17,Object-Topicalized,tor,245.0,557.0,295.0,1341.0
63,11,Object-Topicalized,tor,258.0,540.0,310.0,319.0
63,5,Object-Topicalized,tor,251.0,593.0,2075.0,475.0
63,16,Subject,sr,305.0,1379.0,554.0,416.0
63,8,Object-Topicalized,tor,357.0,644.0,4637.0,444.0
63,14,Object-Topicalized,tor,619.0,769.0,1853.0,572.0
64,2,Object-Topicalized,tor,248.0,500.0,320.0,358.0
64,5,Object-Topicalized,tor,227.0,564.0,356.0,249.0
64,4,Subject,sr,1125.0,1130.0,289.0,1039.0
64,10,Subject,sr,285.0,654.0,284.0,285.0
64,18,Object-Subject-Inversion,orsi,318.0,575.0,250.0,250.0
64,6,Object-Subject-Inversion,orsi,180.0,332.0,186.0,1855.0
64,11,Object-Topicalized,tor,153.0,537.0,322.0,356.0
64,7,Subject,sr,365.0,790.0,317.0,2385.0
64,17,Object-Topicalized,tor,248.0,436.0,251.0,876.0
64,16,Subject,sr,117.0,1122.0,644.0,295.0
64,1,Subject,sr,353.0,581.0,263.0,218.0
64,13,Subject,sr,467.0,574.0,293.0,460.0
64,8,Object-Topicalized,tor,286.0,1208.0,355.0,1539.0
64,20,Object-Topicalized,tor,518.0,573.0,272.0,316.0
64,12,Object-Subject-Inversion,orsi,850.0,856.0,318.0,289.0
64,19,Subject,sr,574.0,791.0,422.0,428.0
64,3,Object-Subject-Inversion,orsi,466.0,780.0,332.0,788.0
64,15,Object-Subject-Inversion,orsi,394.0,532.0,365.0,459.0
64,14,Object-Topicalized,tor,583.0,509.0,260.0,283.0
64,9,Object-Subject-Inversion,orsi,354.0,678.0,362.0,1125.0
65,19,Subject,sr,655.0,823.0,325.0,354.0
65,8,Object-Topicalized,tor,441.0,736.0,412.0,420.0
65,14,Object-Topicalized,tor,487.0,749.0,418.0,454.0
65,6,Object-Subject-Inversion,orsi,348.0,794.0,420.0,399.0
65,16,Subject,sr,456.0,849.0,459.0,682.0
65,4,Subject,sr,319.0,699.0,349.0,386.0
65,15,Object-Subject-Inversion,orsi,343.0,655.0,349.0,325.0
65,3,Object-Subject-Inversion,orsi,435.0,753.0,345.0,360.0
65,17,Object-Topicalized,tor,295.0,668.0,316.0,342.0
65,11,Object-Topicalized,tor,350.0,790.0,389.0,687.0
65,9,Object-Subject-Inversion,orsi,380.0,664.0,479.0,519.0
65,13,Subject,sr,351.0,659.0,411.0,374.0
65,5,Object-Topicalized,tor,363.0,797.0,464.0,380.0
65,1,Subject,sr,389.0,713.0,456.0,454.0
65,20,Object-Topicalized,tor,308.0,794.0,384.0,591.0
65,10,Subject,sr,344.0,725.0,389.0,444.0
65,2,Object-Topicalized,tor,302.0,725.0,375.0,384.0
65,7,Subject,sr,321.0,768.0,466.0,412.0
65,12,Object-Subject-Inversion,orsi,288.0,682.0,390.0,384.0
65,18,Object-Subject-Inversion,orsi,310.0,734.0,313.0,348.0
66,1,Subject,sr,390.0,903.0,1608.0,1047.0
66,16,Subject,sr,581.0,1133.0,4118.0,815.0
66,13,Subject,sr,1076.0,2582.0,970.0,605.0
66,8,Object-Topicalized,tor,445.0,959.0,2480.0,380.0
66,6,Object-Subject-Inversion,orsi,480.0,2482.0,2039.0,869.0
66,17,Object-Topicalized,tor,391.0,1695.0,4167.0,495.0
66,5,Object-Topicalized,tor,472.0,1224.0,1655.0,824.0
66,18,Object-Subject-Inversion,orsi,470.0,909.0,1428.0,597.0
66,7,Subject,sr,413.0,1229.0,635.0,560.0
66,19,Subject,sr,417.0,1053.0,1340.0,714.0
66,4,Subject,sr,414.0,1019.0,1501.0,1093.0
66,9,Object-Subject-Inversion,orsi,567.0,1136.0,1115.0,1114.0
66,11,Object-Topicalized,tor,490.0,1069.0,654.0,519.0
66,2,Object-Topicalized,tor,568.0,1048.0,655.0,639.0
66,15,Object-Subject-Inversion,orsi,412.0,969.0,440.0,971.0
66,3,Object-Subject-Inversion,orsi,454.0,1403.0,515.0,1633.0
66,10,Subject,sr,699.0,1274.0,652.0,559.0
66,20,Object-Topicalized,tor,444.0,1224.0,1375.0,469.0
66,14,Object-Topicalized,tor,605.0,1385.0,1006.0,858.0
66,12,Object-Subject-Inversion,orsi,436.0,999.0,714.0,968.0
67,6,Object-Subject-Inversion,orsi,561.0,935.0,1670.0,933.0
67,12,Object-Subject-Inversion,orsi,384.0,974.0,415.0,439.0
67,8,Object-Topicalized,tor,512.0,1202.0,707.0,681.0
67,4,Subject,sr,431.0,892.0,514.0,475.0
67,14,Object-Topicalized,tor,480.0,1745.0,484.0,668.0
67,19,Subject,sr,451.0,1985.0,1985.0,1089.0
67,13,Subject,sr,384.0,823.0,370.0,504.0
67,15,Object-Subject-Inversion,orsi,350.0,769.0,385.0,460.0
67,7,Subject,sr,382.0,734.0,377.0,415.0
67,1,Subject,sr,379.0,766.0,495.0,379.0
67,10,Subject,sr,384.0,945.0,1176.0,944.0
67,5,Object-Topicalized,tor,444.0,765.0,612.0,941.0
67,11,Object-Topicalized,tor,355.0,1000.0,514.0,715.0
67,17,Object-Topicalized,tor,649.0,844.0,608.0,721.0
67,20,Object-Topicalized,tor,442.0,1060.0,1199.0,538.0
67,18,Object-Subject-Inversion,orsi,346.0,983.0,451.0,361.0
67,16,Subject,sr,384.0,993.0,1079.0,779.0
67,9,Object-Subject-Inversion,orsi,350.0,903.0,586.0,1590.0
67,3,Object-Subject-Inversion,orsi,408.0,924.0,418.0,591.0
67,2,Object-Topicalized,tor,420.0,758.0,483.0,645.0
1,15,Subject,sr,403.0,971.0,544.0,2242.0
1,13,Object-Topicalized,tor,541.0,2070.0,498.0,2954.0
1,18,Subject,sr,1023.0,1490.0,1783.0,3293.0
1,1,Object-Topicalized,tor,430.0,971.0,1692.0,403.0
1,12,Subject,sr,332.0,939.0,1747.0,600.0
1,5,Object-Subject-Inversion,orsi,406.0,2003.0,1055.0,402.0
1,10,Object-Topicalized,tor,1030.0,869.0,1549.0,1352.0
1,11,Object-Subject-Inversion,orsi,424.0,1053.0,1796.0,2219.0
1,4,Object-Topicalized,tor,400.0,1679.0,2629.0,430.0
1,16,Object-Topicalized,tor,844.0,1422.0,1096.0,432.0
1,2,Object-Subject-Inversion,orsi,396.0,1028.0,1375.0,611.0
1,19,Object-Topicalized,tor,419.0,1709.0,776.0,423.0
1,20,Object-Subject-Inversion,orsi,496.0,915.0,897.0,459.0
1,14,Object-Subject-Inversion,orsi,496.0,2954.0,635.0,467.0
1,6,Subject,sr,420.0,1025.0,2927.0,1479.0
1,17,Object-Subject-Inversion,orsi,850.0,1210.0,2449.0,360.0
1,9,Subject,sr,846.0,729.0,1269.0,464.0
1,7,Object-Topicalized,tor,705.0,2962.0,1276.0,373.0
1,3,Subject,sr,838.0,1838.0,812.0,3055.0
1,8,Object-Subject-Inversion,orsi,1580.0,1165.0,1024.0,365.0
2,4,Object-Topicalized,tor,361.0,852.0,397.0,373.0
2,5,Object-Subject-Inversion,orsi,366.0,834.0,451.0,396.0
2,7,Object-Topicalized,tor,391.0,824.0,359.0,402.0
2,11,Object-Subject-Inversion,orsi,366.0,753.0,469.0,364.0
2,20,Object-Subject-Inversion,orsi,400.0,714.0,399.0,397.0
2,2,Object-Subject-Inversion,orsi,364.0,759.0,355.0,427.0
2,9,Subject,sr,425.0,782.0,466.0,368.0
2,18,Subject,sr,355.0,734.0,358.0,387.0
2,12,Subject,sr,373.0,858.0,546.0,399.0
2,10,Object-Topicalized,tor,365.0,745.0,388.0,390.0
2,1,Object-Topicalized,tor,326.0,737.0,382.0,464.0
2,8,Object-Subject-Inversion,orsi,368.0,723.0,355.0,362.0
2,13,Object-Topicalized,tor,280.0,765.0,405.0,354.0
2,3,Subject,sr,352.0,825.0,460.0,441.0
2,17,Object-Subject-Inversion,orsi,384.0,780.0,390.0,389.0
2,15,Subject,sr,320.0,743.0,390.0,389.0
2,14,Object-Subject-Inversion,orsi,354.0,668.0,355.0,395.0
2,6,Subject,sr,355.0,1025.0,439.0,502.0
2,16,Object-Topicalized,tor,473.0,859.0,457.0,425.0
2,19,Object-Topicalized,tor,367.0,761.0,397.0,468.0
3,15,Subject,sr,809.0,1760.0,1855.0,1814.0
3,4,Object-Topicalized,tor,396.0,1126.0,1265.0,598.0
3,6,Subject,sr,495.0,722.0,942.0,713.0
3,20,Object-Subject-Inversion,orsi,400.0,1191.0,1480.0,1748.0
3,1,Object-Topicalized,tor,366.0,921.0,1432.0,408.0
3,3,Subject,sr,320.0,894.0,634.0,465.0
3,5,Object-Subject-Inversion,orsi,746.0,1951.0,355.0,1650.0
3,10,Object-Topicalized,tor,599.0,1273.0,1224.0,8257.0
3,17,Object-Subject-Inversion,orsi,669.0,857.0,638.0,439.0
3,7,Object-Topicalized,tor,324.0,789.0,1129.0,367.0
3,16,Object-Topicalized,tor,774.0,1248.0,366.0,2524.0
3,13,Object-Topicalized,tor,437.0,1407.0,644.0,617.0
3,11,Object-Subject-Inversion,orsi,600.0,939.0,1048.0,423.0
3,9,Subject,sr,396.0,1172.0,1025.0,4344.0
3,19,Object-Topicalized,tor,391.0,991.0,1165.0,500.0
3,8,Object-Subject-Inversion,orsi,495.0,892.0,877.0,569.0
3,14,Object-Subject-Inversion,orsi,367.0,1163.0,1125.0,460.0
3,18,Subject,sr,324.0,1274.0,956.0,4413.0
3,2,Object-Subject-Inversion,orsi,350.0,824.0,814.0,610.0
3,12,Subject,sr,492.0,1384.0,1055.0,442.0
4,12,Subject,sr,496.0,1128.0,534.0,534.0
4,13,Object-Topicalized,tor,466.0,1001.0,524.0,530.0
4,15,Subject,sr,847.0,1385.0,956.0,883.0
4,11,Object-Subject-Inversion,orsi,501.0,1043.0,542.0,1224.0
4,8,Object-Subject-Inversion,orsi,493.0,1008.0,542.0,1123.0
4,5,Object-Subject-Inversion,orsi,495.0,1026.0,914.0,1444.0
4,4,Object-Topicalized,tor,389.0,802.0,2727.0,444.0
4,20,Object-Subject-Inversion,orsi,407.0,894.0,459.0,2800.0
4,1,Object-Topicalized,tor,425.0,856.0,951.0,839.0
4,19,Object-Topicalized,tor,461.0,888.0,789.0,3356.0
4,6,Subject,sr,427.0,819.0,460.0,1824.0
4,18,Subject,sr,882.0,1697.0,674.0,921.0
4,7,Object-Topicalized,tor,687.0,1245.0,600.0,492.0
4,10,Object-Topicalized,tor,459.0,921.0,495.0,1019.0
4,2,Object-Subject-Inversion,orsi,425.0,838.0,422.0,400.0
4,9,Subject,sr,391.0,824.0,428.0,426.0
4,3,Subject,sr,396.0,793.0,389.0,391.0
4,16,Object-Topicalized,tor,619.0,1004.0,680.0,3084.0
4,14,Object-Subject-Inversion,orsi,500.0,915.0,490.0,1778.0
4,17,Object-Subject-Inversion,orsi,403.0,836.0,425.0,889.0
5,18,Subject,sr,362.0,986.0,494.0,508.0
5,7,Object-Topicalized,tor,426.0,933.0,739.0,670.0
5,10,Object-Topicalized,tor,664.0,933.0,636.0,484.0
5,6,Subject,sr,356.0,887.0,495.0,1411.0
5,19,Object-Topicalized,tor,397.0,782.0,576.0,2143.0
5,1,Object-Topicalized,tor,472.0,1089.0,2589.0,546.0
5,15,Subject,sr,501.0,932.0,391.0,746.0
5,3,Subject,sr,419.0,1410.0,1236.0,432.0
5,8,Object-Subject-Inversion,orsi,437.0,865.0,566.0,616.0
5,5,Object-Subject-Inversion,orsi,419.0,881.0,564.0,642.0
5,12,Subject,sr,373.0,1029.0,875.0,425.0
5,16,Object-Topicalized,tor,543.0,1039.0,631.0,1585.0
5,2,Object-Subject-Inversion,orsi,500.0,1388.0,1056.0,812.0
5,4,Object-Topicalized,tor,433.0,980.0,556.0,2870.0
5,17,Object-Subject-Inversion,orsi,426.0,1034.0,949.0,1680.0
5,9,Subject,sr,354.0,906.0,538.0,564.0
5,11,Object-Subject-Inversion,orsi,391.0,1197.0,605.0,718.0
5,13,Object-Topicalized,tor,423.0,969.0,983.0,1240.0
5,20,Object-Subject-Inversion,orsi,640.0,987.0,1118.0,570.0
5,14,Object-Subject-Inversion,orsi,424.0,827.0,496.0,493.0
6,18,Subject,sr,465.0,1272.0,1747.0,543.0
6,5,Object-Subject-Inversion,orsi,402.0,1952.0,3889.0,441.0
6,10,Object-Topicalized,tor,408.0,1114.0,2025.0,2554.0
6,4,Object-Topicalized,tor,406.0,2146.0,3534.0,950.0
6,1,Object-Topicalized,tor,402.0,1075.0,3677.0,1883.0
6,3,Subject,sr,367.0,1306.0,2745.0,879.0
6,8,Object-Subject-Inversion,orsi,461.0,1381.0,4725.0,1615.0
6,17,Object-Subject-Inversion,orsi,435.0,1578.0,4441.0,1569.0
6,12,Subject,sr,409.0,1026.0,1423.0,740.0
6,7,Object-Topicalized,tor,426.0,1622.0,3675.0,820.0
6,14,Object-Subject-Inversion,orsi,600.0,1763.0,2321.0,942.0
6,9,Subject,sr,392.0,1266.0,2243.0,461.0
6,16,Object-Topicalized,tor,355.0,1029.0,1692.0,1788.0
6,6,Subject,sr,402.0,1376.0,1056.0,711.0
6,2,Object-Subject-Inversion,orsi,332.0,1443.0,1094.0,2920.0
6,13,Object-Topicalized,tor,367.0,3024.0,2436.0,2244.0
6,20,Object-Subject-Inversion,orsi,394.0,1375.0,4170.0,605.0
6,15,Subject,sr,319.0,742.0,366.0,1540.0
6,11,Object-Subject-Inversion,orsi,320.0,957.0,4210.0,844.0
6,19,Object-Topicalized,tor,407.0,1269.0,3520.0,2729.0
7,12,Subject,sr,355.0,687.0,362.0,808.0
