Item,Type,Region1_Surprisal,Region2_Surprisal,Region3_Surprisal,Region4_Surprisal
20,SAA,17.010888,17.252234,22.414288,14.726942
20,SIA,16.946882,18.771855,21.821135,14.089415
21,OAA,14.380077,12.777238,10.275835,8.679936
21,OIA,14.401494,12.828023,9.697975,7.967632
21,SAA,14.380077,12.777238,11.258577,8.922806
21,SIA,14.401494,12.828023,11.188819,8.260136
22,OAA,8.494964,10.679419,11.39724,11.823449
22,OIA,10.739702,10.807022,12.346037,12.347302
22,SAA,8.494964,10.679419,11.688301,11.8072
22,SIA,10.739702,10.807022,13.673679,12.209575
23,OAA,14.477727,13.388263,17.354625,33.144291
23,OIA,14.696427,14.318478,17.512427,34.68198
23,SAA,14.477727,13.388263,19.558965,33.102121
23,SIA,14.696427,14.318478,19.030234,34.452727
24,OAA,11.563331,17.316256,19.60405,15.022093
24,OIA,11.028518,17.763042,18.859958,14.161012
24,SAA,11.563331,17.316256,21.353162,15.032059
24,SIA,11.028518,17.763042,20.826031,14.249881
25,OAA,6.667199,10.679116,10.184804,14.719513
25,OIA,6.864045,9.951561,11.274902,15.879137
25,SAA,6.667199,10.679116,11.534255,13.945885
25,SIA,6.864045,9.951561,12.155198,15.388204
26,OAA,14.40512,9.449215,19.572153,15.51839
26,OIA,13.482364,10.455536,20.153338,16.457262
26,SAA,14.40512,9.449215,20.194123,15.477939
26,SIA,13.482364,10.455536,21.807196,16.400583
27,OAA,11.727693,18.443623,15.369494,14.487721
27,OIA,15.04165,18.728057,16.046049,14.314989
27,SAA,11.727693,18.443623,16.812586,14.481406
27,SIA,15.04165,18.728057,17.965315,14.395804
28,OAA,6.913076,11.447292,9.771153,20.835745
28,OIA,7.240076,11.13176,9.806122,21.333239
28,SAA,6.913076,11.447292,10.75527,20.952295
28,SIA,7.240076,11.13176,10.879121,21.608533
29,OAA,7.873797,11.745873,18.136617,18.625056
29,OIA,8.293478,12.692536,18.118122,18.190278
29,SAA,7.873797,11.745873,18.359114,18.779065
29,SIA,8.293478,12.692536,18.113393,18.23807
30,OAA,16.148866,18.861132,10.423713,13.008736
30,OIA,15.018498,22.129693,10.80109,13.74148
30,SAA,16.148866,18.861132,8.564607,12.741102
30,SIA,15.018498,22.129693,9.488239,13.447057
31,OAA,12.628269,11.634047,11.345328,18.281524
31,OIA,12.569462,10.655986,11.168066,18.005538
31,SAA,12.628269,11.634047,11.148859,18.498174
31,SIA,12.569462,10.655986,11.25679,18.24175
32,OAA,8.875582,11.677473,11.750671,9.741391
32,OIA,10.126514,11.431011,11.56419,10.815659
32,SAA,8.875582,11.677473,11.380876,9.588365
32,SIA,10.126514,11.431011,11.723648,10.756354
33,OAA,14.26857,13.702713,12.439631,18.581327
33,OIA,12.540516,12.590126,12.984509,18.898505
33,SAA,14.26857,13.702713,11.546413,18.441595
33,SIA,12.540516,12.590126,10.009909,18.448824
34,OAA,18.847624,14.837877,11.994209,20.660473
34,OIA,16.165382,14.656457,12.044569,20.946886
34,SAA,18.847624,14.837877,12.303298,20.78825
34,SIA,16.165382,14.656457,12.252446,21.035788
35,OAA,14.958988,21.635123,13.85279,16.898014
35,OIA,14.931477,20.25504,13.37952,14.566515
35,SAA,14.958988,21.635123,14.972844,16.993484
35,SIA,14.931477,20.25504,13.996784,14.584622
36,OAA,9.988815,12.792401,32.367835,15.197913
36,OIA,9.792909,12.248728,32.397792,20.075053
36,SAA,9.988815,12.792401,33.09641,15.138514
36,SIA,9.792909,12.248728,31.247252,20.533425
